时间,CPU负载,内存使用量(MB),内存使用率(%)
20:04:58,2.20 1.90 1.82,978372,25
20:04:59,2.20 1.90 1.82,979084,25
20:05:00,2.20 1.90 1.82,979632,25
20:05:01,2.20 1.90 1.82,979484,25
20:05:02,2.27 1.92 1.82,979632,25
20:05:03,2.27 1.92 1.82,979024,25
20:05:05,2.27 1.92 1.82,979024,25
20:05:06,2.27 1.92 1.82,978624,25
20:05:07,2.27 1.92 1.82,978268,25
20:05:08,2.48 1.97 1.84,978268,25
20:05:09,2.48 1.97 1.84,978876,25
20:05:10,2.48 1.97 1.84,979084,25
20:05:11,2.48 1.97 1.84,979528,25
20:05:12,2.37 1.95 1.84,979632,25
20:05:13,2.37 1.95 1.84,979276,25
20:05:14,2.37 1.95 1.84,979632,25
20:05:15,2.37 1.95 1.84,978876,25
20:05:16,2.37 1.95 1.84,979024,25
20:05:17,2.26 1.93 1.83,979276,25
20:05:19,2.26 1.93 1.83,979024,25
20:05:20,2.26 1.93 1.83,978580,25
20:05:21,2.26 1.93 1.83,978876,25
20:05:22,2.26 1.93 1.83,979380,25
20:05:23,2.24 1.94 1.83,979024,25
20:05:24,2.24 1.94 1.83,979780,25
20:05:25,2.24 1.94 1.83,979024,25
20:05:26,2.24 1.94 1.83,978772,25
20:05:27,2.22 1.94 1.83,979232,25
20:05:28,2.22 1.94 1.83,979024,25
20:05:29,2.22 1.94 1.83,979380,25
20:05:30,2.22 1.94 1.83,979024,25
20:05:31,2.22 1.94 1.83,978772,25
20:05:32,2.12 1.92 1.83,978772,25
20:05:34,2.12 1.92 1.83,978876,25
20:05:35,2.12 1.92 1.83,978268,25
20:05:36,2.12 1.92 1.83,978772,25
20:05:37,2.12 1.92 1.83,978624,25
20:05:38,2.11 1.92 1.83,978268,25
20:05:39,2.11 1.92 1.83,978728,25
20:05:40,2.11 1.92 1.83,978520,25
20:05:41,2.11 1.92 1.83,979380,25
20:05:42,2.02 1.91 1.82,979276,25
20:05:43,2.02 1.91 1.82,979024,25
20:05:44,2.02 1.91 1.82,979188,25
20:05:45,2.02 1.91 1.82,979276,25
20:05:46,2.02 1.91 1.82,979528,25
20:05:48,2.02 1.91 1.83,979528,25
20:05:49,2.02 1.91 1.83,979528,25
20:05:50,2.02 1.91 1.83,979276,25
20:05:51,2.02 1.91 1.83,979232,25
20:05:52,2.02 1.91 1.83,978772,25
20:05:53,2.02 1.91 1.83,979484,25
20:05:54,2.02 1.91 1.83,979484,25
20:05:55,2.02 1.91 1.83,979632,25
20:05:56,2.02 1.91 1.83,978876,25
20:05:57,2.02 1.91 1.83,979632,25
20:05:58,2.02 1.91 1.83,979024,25
20:05:59,2.02 1.91 1.83,978832,25
20:06:00,2.02 1.91 1.83,979024,25
20:06:01,2.02 1.91 1.83,979024,25
20:06:03,2.01 1.91 1.83,979380,25
20:06:04,2.01 1.91 1.83,979380,25
20:06:05,2.01 1.91 1.83,979024,25
20:06:06,2.01 1.91 1.83,979632,25
20:06:07,2.01 1.92 1.83,980032,25
20:06:08,2.01 1.92 1.83,980136,25
20:06:09,2.01 1.92 1.83,980032,25
20:06:10,2.01 1.92 1.83,979780,25
20:06:11,2.01 1.92 1.83,979380,25
20:06:12,2.01 1.92 1.83,979780,25
20:06:13,2.01 1.92 1.83,979884,25
20:06:14,2.01 1.92 1.83,980032,25
20:06:15,2.01 1.92 1.83,979780,25
20:06:17,2.01 1.92 1.83,979528,25
20:06:18,2.01 1.92 1.83,980032,25
20:06:19,2.01 1.92 1.83,979528,25
20:06:20,2.01 1.92 1.83,979632,25
20:06:21,2.01 1.92 1.83,980136,25
20:06:22,2.01 1.92 1.83,980284,25
20:06:23,2.01 1.92 1.83,980284,25
20:06:24,2.01 1.92 1.83,980136,25
20:06:25,2.01 1.92 1.83,979780,25
20:06:26,2.01 1.92 1.83,980136,25
20:06:27,1.93 1.91 1.83,980300,25
20:06:28,1.93 1.91 1.83,979276,25
20:06:29,1.93 1.91 1.83,979380,25
20:06:30,1.93 1.91 1.83,979024,25
20:06:32,1.93 1.91 1.83,979024,25
20:06:33,1.85 1.89 1.82,979528,25
20:06:34,1.85 1.89 1.82,979276,25
20:06:35,1.85 1.89 1.82,979128,25
20:06:36,1.85 1.89 1.82,979528,25
20:06:37,1.87 1.89 1.82,979840,25
20:06:38,1.87 1.89 1.82,979484,25
20:06:39,1.87 1.89 1.82,979528,25
20:06:40,1.87 1.89 1.82,979632,25
20:06:41,1.87 1.89 1.82,979084,25
20:06:42,1.80 1.88 1.82,979528,25
20:06:43,1.80 1.88 1.82,979380,25
20:06:44,1.80 1.88 1.82,979276,25
20:06:46,1.80 1.88 1.82,979780,25
20:06:47,1.80 1.88 1.82,980136,25
20:06:48,1.73 1.86 1.81,979484,25
20:06:49,1.73 1.86 1.81,979884,25
20:06:50,1.73 1.86 1.81,979632,25
20:06:51,1.73 1.86 1.81,979632,25
20:06:52,1.67 1.85 1.81,979884,25
20:06:53,1.67 1.85 1.81,978624,25
20:06:54,1.67 1.85 1.81,978372,25
20:06:55,1.67 1.85 1.81,979024,25
20:06:56,1.67 1.85 1.81,979276,25
20:06:57,1.62 1.83 1.81,979528,25
20:06:58,1.62 1.83 1.81,979632,25
20:06:59,1.62 1.83 1.81,979528,25
20:07:01,1.62 1.83 1.81,979868,25
20:07:02,1.62 1.83 1.81,980016,25
20:07:03,1.57 1.82 1.80,979764,25
20:07:04,1.57 1.82 1.80,979868,25
20:07:05,1.57 1.82 1.80,979868,25
20:07:06,1.57 1.82 1.80,979616,25
20:07:07,1.68 1.84 1.81,980016,25
20:07:08,1.68 1.84 1.81,979928,25
20:07:09,1.68 1.84 1.81,979512,25
20:07:10,1.68 1.84 1.81,979616,25
20:07:11,1.68 1.84 1.81,979868,25
20:07:12,1.71 1.84 1.81,979928,25
20:07:13,1.71 1.84 1.81,979260,25
20:07:15,1.71 1.84 1.81,979112,25
20:07:16,1.71 1.84 1.81,979512,25
20:07:17,1.71 1.84 1.81,979260,25
20:07:18,1.73 1.85 1.81,979512,25
20:07:19,1.73 1.85 1.81,979616,25
20:07:20,1.73 1.85 1.81,979764,25
20:07:21,1.73 1.85 1.81,979112,25
20:07:22,1.75 1.85 1.81,979260,25
20:07:23,1.75 1.85 1.81,979112,25
20:07:24,1.75 1.85 1.81,979764,25
20:07:25,1.75 1.85 1.81,979868,25
20:07:26,1.75 1.85 1.81,979764,25
20:07:27,1.77 1.85 1.81,979868,25
20:07:28,1.77 1.85 1.81,979512,25
20:07:30,1.77 1.85 1.81,979364,25
20:07:31,1.77 1.85 1.81,979868,25
20:07:32,1.77 1.85 1.81,979616,25
20:07:33,1.87 1.87 1.82,979720,25
20:07:34,1.87 1.87 1.82,979764,25
20:07:35,1.87 1.87 1.82,980016,25
20:07:36,1.87 1.87 1.82,979260,25
20:07:37,1.96 1.89 1.83,979364,25
20:07:38,1.96 1.89 1.83,979260,25
20:07:39,1.96 1.89 1.83,979216,25
20:07:40,1.96 1.89 1.83,978504,25
20:07:41,1.96 1.89 1.83,978756,25
20:07:42,1.97 1.89 1.83,978504,25
20:07:44,1.97 1.89 1.83,979008,25
20:07:45,1.97 1.89 1.83,979260,25
20:07:46,1.97 1.89 1.83,979512,25
20:07:47,1.97 1.89 1.83,979764,25
20:07:48,1.89 1.88 1.82,979764,25
20:07:49,1.89 1.88 1.82,979764,25
20:07:50,1.89 1.88 1.82,980032,25
20:07:51,1.89 1.88 1.82,979572,25
20:07:52,1.82 1.86 1.82,979616,25
20:07:53,1.82 1.86 1.82,979764,25
20:07:54,1.82 1.86 1.82,979868,25
20:07:55,1.82 1.86 1.82,978964,25
20:07:56,1.82 1.86 1.82,979764,25
20:07:57,1.75 1.85 1.81,979972,25
20:07:59,1.75 1.85 1.81,979764,25
20:08:00,1.75 1.85 1.81,979764,25
20:08:01,1.75 1.85 1.81,979764,25
20:08:02,1.75 1.85 1.81,979824,25
20:08:03,1.77 1.85 1.81,979512,25
20:08:04,1.77 1.85 1.81,979972,25
20:08:05,1.77 1.85 1.81,979616,25
20:08:06,1.77 1.85 1.81,979528,25
20:08:07,1.71 1.84 1.81,979616,25
20:08:08,1.71 1.84 1.81,979868,25
20:08:09,1.71 1.84 1.81,980120,25
20:08:10,1.71 1.84 1.81,979764,25
20:08:11,1.71 1.84 1.81,979764,25
20:08:13,1.65 1.82 1.81,979364,25
20:08:14,1.65 1.82 1.81,979512,25
20:08:15,1.65 1.82 1.81,979008,25
20:08:16,1.65 1.82 1.81,979764,25
20:08:17,1.65 1.82 1.81,979868,25
20:08:18,1.68 1.83 1.81,979868,25
20:08:19,1.68 1.83 1.81,980224,25
20:08:20,1.68 1.83 1.81,980120,25
20:08:21,1.68 1.83 1.81,980016,25
20:08:22,1.63 1.81 1.80,980268,25
20:08:23,1.63 1.81 1.80,979764,25
20:08:24,1.63 1.81 1.80,979364,25
20:08:25,1.63 1.81 1.80,980016,25
20:08:26,1.63 1.81 1.80,979764,25
20:08:28,1.66 1.81 1.80,979868,25
20:08:29,1.66 1.81 1.80,979720,25
20:08:30,1.66 1.81 1.80,979616,25
20:08:31,1.66 1.81 1.80,980016,25
20:08:32,1.66 1.81 1.80,980016,25
20:08:33,1.76 1.83 1.81,979260,25
20:08:34,1.76 1.83 1.81,979260,25
20:08:35,1.76 1.83 1.81,980076,25
20:08:36,1.76 1.83 1.81,979764,25
20:08:37,1.78 1.84 1.81,979112,25
20:08:38,1.78 1.84 1.81,979364,25
20:08:39,1.78 1.84 1.81,979260,25
20:08:40,1.78 1.84 1.81,979512,25
20:08:42,1.78 1.84 1.81,979364,25
20:08:43,1.80 1.84 1.81,979008,25
20:08:44,1.80 1.84 1.81,979512,25
20:08:45,1.80 1.84 1.81,979616,25
20:08:46,1.80 1.84 1.81,979364,25
20:08:47,1.80 1.84 1.81,979216,25
20:08:48,1.82 1.84 1.82,979260,25
20:08:49,1.82 1.84 1.82,979172,25
20:08:50,1.82 1.84 1.82,978504,25
20:08:51,1.82 1.84 1.82,979364,25
20:08:52,1.83 1.85 1.82,979364,25
20:08:53,1.83 1.85 1.82,979928,25
20:08:54,1.83 1.85 1.82,979764,25
20:08:55,1.83 1.85 1.82,979260,25
20:08:57,1.83 1.85 1.82,979616,25
20:08:58,1.85 1.85 1.82,979616,25
20:08:59,1.85 1.85 1.82,979868,25
20:09:00,1.85 1.85 1.82,979512,25
20:09:01,1.85 1.85 1.82,979216,25
20:09:02,1.86 1.85 1.82,979616,25
20:09:03,1.86 1.85 1.82,979868,25
20:09:04,1.86 1.85 1.82,979764,25
20:09:05,1.86 1.85 1.82,979616,25
20:09:06,1.86 1.85 1.82,979260,25
20:09:07,1.79 1.84 1.81,979512,25
20:09:08,1.79 1.84 1.81,979260,25
20:09:09,1.79 1.84 1.81,978860,25
20:09:11,1.79 1.84 1.81,979764,25
20:09:12,1.79 1.84 1.81,979616,25
20:09:13,1.73 1.82 1.81,979512,25
20:09:14,1.73 1.82 1.81,980120,25
20:09:15,1.73 1.82 1.81,979764,25
20:09:16,1.73 1.82 1.81,980016,25
20:09:17,1.67 1.81 1.81,980268,25
20:09:18,1.67 1.81 1.81,979512,25
20:09:19,1.67 1.81 1.81,979764,25
20:09:20,1.67 1.81 1.81,979764,25
20:09:21,1.67 1.81 1.81,980224,25
20:09:22,1.61 1.80 1.80,979512,25
20:09:23,1.61 1.80 1.80,979972,25
20:09:24,1.61 1.80 1.80,979764,25
20:09:26,1.61 1.80 1.80,979764,25
20:09:27,1.61 1.80 1.80,980016,25
20:09:28,1.56 1.78 1.80,980268,25
20:09:29,1.56 1.78 1.80,980372,25
20:09:30,1.56 1.78 1.80,980624,25
20:09:31,1.56 1.78 1.80,980120,25
20:09:32,1.52 1.77 1.79,980684,25
20:09:33,1.52 1.77 1.79,980772,25
20:09:34,1.52 1.77 1.79,980016,25
20:09:35,1.52 1.77 1.79,980016,25
20:09:36,1.52 1.77 1.79,979868,25
20:09:37,1.48 1.76 1.79,979868,25
20:09:38,1.48 1.76 1.79,980016,25
20:09:40,1.48 1.76 1.79,980372,25
20:09:41,1.48 1.76 1.79,979512,25
20:09:42,1.48 1.76 1.79,980016,25
20:09:43,1.44 1.74 1.78,980016,25
20:09:44,1.44 1.74 1.78,980624,25
20:09:45,1.44 1.74 1.78,979868,25
20:09:46,1.44 1.74 1.78,979764,25
20:09:47,1.48 1.75 1.79,980268,25
20:09:48,1.48 1.75 1.79,980328,25
20:09:49,1.48 1.75 1.79,980224,25
20:09:50,1.48 1.75 1.79,980268,25
20:09:51,1.48 1.75 1.79,980016,25
20:09:52,1.53 1.75 1.79,980268,25
20:09:53,1.53 1.75 1.79,979512,25
20:09:55,1.53 1.75 1.79,979764,25
20:09:56,1.53 1.75 1.79,980016,25
20:09:57,1.53 1.75 1.79,979260,25
20:09:58,1.56 1.76 1.79,979616,25
20:09:59,1.56 1.76 1.79,979616,25
20:10:00,1.56 1.76 1.79,979260,25
20:10:01,1.56 1.76 1.79,979616,25
20:10:02,1.60 1.76 1.79,979824,25
20:10:03,1.60 1.76 1.79,979112,25
20:10:04,1.60 1.76 1.79,978756,25
20:10:05,1.60 1.76 1.79,979972,25
20:10:06,1.60 1.76 1.79,979764,25
20:10:07,1.63 1.77 1.79,979468,25
20:10:09,1.63 1.77 1.79,979364,25
20:10:10,1.63 1.77 1.79,979764,25
20:10:11,1.63 1.77 1.79,979616,25
20:10:12,1.63 1.77 1.79,979572,25
20:10:13,1.66 1.77 1.79,979512,25
20:10:14,1.66 1.77 1.79,979764,25
20:10:15,1.66 1.77 1.79,979824,25
20:10:16,1.66 1.77 1.79,979616,25
20:10:17,1.69 1.77 1.79,979616,25
20:10:18,1.69 1.77 1.79,979260,25
20:10:19,1.69 1.77 1.79,979764,25
20:10:20,1.69 1.77 1.79,979764,25
20:10:21,1.69 1.77 1.79,980016,25
20:10:22,1.71 1.78 1.80,980268,25
20:10:24,1.71 1.78 1.80,980372,25
20:10:25,1.71 1.78 1.80,980772,25
20:10:26,1.71 1.78 1.80,980520,25
20:10:27,1.71 1.78 1.80,980372,25
20:10:28,1.66 1.76 1.79,980520,25
20:10:29,1.66 1.76 1.79,980876,25
20:10:30,1.66 1.76 1.79,980876,25
20:10:31,1.66 1.76 1.79,980624,25
20:10:32,1.68 1.77 1.79,980876,25
20:10:33,1.68 1.77 1.79,980372,25
20:10:34,1.68 1.77 1.79,980432,25
20:10:35,1.68 1.77 1.79,980268,25
20:10:36,1.68 1.77 1.79,979764,25
20:10:38,1.63 1.75 1.79,980016,25
20:10:39,1.63 1.75 1.79,979764,25
20:10:40,1.63 1.75 1.79,980016,25
20:10:41,1.63 1.75 1.79,980120,25
20:10:42,1.63 1.75 1.79,980120,25
20:10:43,1.58 1.74 1.78,980268,25
20:10:44,1.58 1.74 1.78,980624,25
20:10:45,1.58 1.74 1.78,980772,25
20:10:46,1.58 1.74 1.78,980476,25
20:10:47,1.53 1.73 1.78,981024,25
20:10:48,1.53 1.73 1.78,980876,25
20:10:49,1.53 1.73 1.78,981484,25
20:10:50,1.53 1.73 1.78,980016,25
20:10:52,1.53 1.73 1.78,979364,25
20:10:53,1.49 1.72 1.78,979112,25
20:10:54,1.49 1.72 1.78,979616,25
20:10:55,1.49 1.72 1.78,979260,25
20:10:56,1.49 1.72 1.78,979468,25
20:10:57,1.49 1.72 1.78,979260,25
20:10:58,1.45 1.70 1.77,979112,25
20:10:59,1.45 1.70 1.77,979424,25
20:11:00,1.45 1.70 1.77,979260,25
20:11:01,1.45 1.70 1.77,979260,25
20:11:02,1.41 1.69 1.77,979512,25
20:11:03,1.41 1.69 1.77,979364,25
20:11:04,1.41 1.69 1.77,980016,25
20:11:05,1.41 1.69 1.77,979616,25
20:11:07,1.41 1.69 1.77,980016,25
20:11:08,1.46 1.70 1.77,980520,25
20:11:09,1.46 1.70 1.77,980268,25
20:11:10,1.46 1.70 1.77,980016,25
20:11:11,1.46 1.70 1.77,979720,25
20:11:12,1.46 1.70 1.77,980016,25
20:11:13,1.58 1.72 1.77,980268,25
20:11:14,1.58 1.72 1.77,980016,25
20:11:15,1.58 1.72 1.77,980388,25
20:11:16,1.58 1.72 1.77,980372,25
20:11:17,1.62 1.73 1.78,980372,25
20:11:18,1.62 1.73 1.78,980224,25
20:11:19,1.62 1.73 1.78,979868,25
20:11:21,1.62 1.73 1.78,979764,25
20:11:22,1.62 1.73 1.78,980624,25
20:11:23,1.65 1.73 1.78,980876,25
20:11:24,1.65 1.73 1.78,980268,25
20:11:25,1.65 1.73 1.78,980268,25
20:11:26,1.65 1.73 1.78,980624,25
20:11:27,1.65 1.73 1.78,980684,25
20:11:28,2.00 1.80 1.80,980120,25
20:11:29,2.00 1.80 1.80,980016,25
20:11:30,2.00 1.80 1.80,980224,25
20:11:31,2.00 1.80 1.80,980372,25
20:11:32,2.00 1.81 1.80,980120,25
20:11:33,2.00 1.81 1.80,980772,25
20:11:34,2.00 1.81 1.80,980624,25
20:11:36,2.00 1.81 1.80,980624,25
20:11:37,2.00 1.81 1.80,980180,25
20:11:38,2.00 1.81 1.80,979764,25
20:11:39,2.00 1.81 1.80,980372,25
20:11:40,2.00 1.81 1.80,979764,25
20:11:41,2.00 1.81 1.80,980120,25
20:11:42,2.00 1.81 1.80,980476,25
20:11:43,2.08 1.83 1.81,980624,25
20:11:44,2.08 1.83 1.81,979868,25
20:11:45,2.08 1.83 1.81,980016,25
20:11:46,2.08 1.83 1.81,980372,25
20:11:47,1.99 1.81 1.81,980016,25
20:11:48,1.99 1.81 1.81,980372,25
20:11:49,1.99 1.81 1.81,979868,25
20:11:51,1.99 1.81 1.81,979260,25
20:11:52,1.99 1.81 1.81,979512,25
20:11:53,1.91 1.80 1.80,979764,25
20:11:54,1.91 1.80 1.80,980016,25
20:11:55,1.91 1.80 1.80,979364,25
20:11:56,1.91 1.80 1.80,979928,25
20:11:57,1.91 1.80 1.80,980372,25
20:11:58,1.84 1.79 1.80,980224,25
20:11:59,1.84 1.79 1.80,979764,25
20:12:00,1.84 1.79 1.80,979260,25
20:12:01,1.84 1.79 1.80,979364,25
20:12:02,1.77 1.77 1.79,980016,25
20:12:03,1.77 1.77 1.79,979764,25
20:12:05,1.77 1.77 1.79,979764,25
20:12:06,1.77 1.77 1.79,979868,25
20:12:07,1.77 1.77 1.79,980016,25
20:12:08,1.71 1.76 1.79,979780,25
20:12:09,1.71 1.76 1.79,979364,25
20:12:10,1.71 1.76 1.79,980016,25
20:12:11,1.71 1.76 1.79,980016,25
20:12:12,1.65 1.75 1.78,979868,25
20:12:13,1.65 1.75 1.78,980120,25
20:12:14,1.65 1.75 1.78,980432,25
20:12:15,1.65 1.75 1.78,980328,25
20:12:16,1.65 1.75 1.78,979764,25
20:12:17,1.60 1.74 1.78,980268,25
20:12:18,1.60 1.74 1.78,979764,25
20:12:20,1.60 1.74 1.78,980268,25
20:12:21,1.60 1.74 1.78,979720,25
20:12:22,1.60 1.74 1.78,979512,25
20:12:23,1.55 1.72 1.78,979512,25
20:12:24,1.55 1.72 1.78,980076,25
20:12:25,1.55 1.72 1.78,980268,25
20:12:26,1.55 1.72 1.78,980224,25
20:12:27,1.59 1.73 1.78,980016,25
20:12:28,1.59 1.73 1.78,979128,25
20:12:29,1.59 1.73 1.78,979764,25
20:12:30,1.59 1.73 1.78,979512,25
20:12:31,1.59 1.73 1.78,979764,25
20:12:32,1.62 1.73 1.78,980016,25
20:12:34,1.62 1.73 1.78,980016,25
20:12:35,1.62 1.73 1.78,979512,25
20:12:36,1.62 1.73 1.78,979512,25
20:12:37,1.62 1.73 1.78,980372,25
20:12:38,1.65 1.74 1.78,980016,25
20:12:39,1.65 1.74 1.78,980016,25
20:12:40,1.65 1.74 1.78,980016,25
20:12:41,1.65 1.74 1.78,980372,25
20:12:42,1.68 1.74 1.78,981024,25
20:12:43,1.68 1.74 1.78,980492,25
20:12:44,1.68 1.74 1.78,980120,25
20:12:45,1.68 1.74 1.78,980388,25
20:12:46,1.68 1.74 1.78,980016,25
20:12:47,1.71 1.75 1.78,980520,25
20:12:49,1.71 1.75 1.78,980268,25
20:12:50,1.71 1.75 1.78,980372,25
20:12:51,1.71 1.75 1.78,980268,25
20:12:52,1.71 1.75 1.78,980476,25
20:12:53,1.73 1.75 1.78,980372,25
20:12:54,1.73 1.75 1.78,980224,25
20:12:55,1.73 1.75 1.78,980268,25
20:12:56,1.73 1.75 1.78,980016,25
20:12:57,1.75 1.75 1.79,980268,25
20:12:58,1.75 1.75 1.79,979512,25
20:12:59,1.75 1.75 1.79,980476,25
20:13:00,1.75 1.75 1.79,980120,25
20:13:01,1.75 1.75 1.79,980624,25
20:13:03,1.77 1.76 1.79,980016,25
20:13:04,1.77 1.76 1.79,980016,25
20:13:05,1.77 1.76 1.79,980520,25
20:13:06,1.77 1.76 1.79,980268,25
20:13:07,1.77 1.76 1.79,980268,25
20:13:08,1.71 1.75 1.78,980624,25
20:13:09,1.71 1.75 1.78,980372,25
20:13:10,1.71 1.75 1.78,980520,25
20:13:11,1.71 1.75 1.78,980728,25
20:13:12,1.65 1.73 1.78,981024,25
20:13:13,1.65 1.73 1.78,980624,25
20:13:14,1.65 1.73 1.78,980624,25
20:13:15,1.65 1.73 1.78,980876,25
20:13:16,1.65 1.73 1.78,980624,25
20:13:18,1.60 1.72 1.77,980120,25
20:13:19,1.60 1.72 1.77,981024,25
20:13:20,1.60 1.72 1.77,980016,25
20:13:21,1.60 1.72 1.77,980372,25
20:13:22,1.60 1.72 1.77,980536,25
20:13:23,1.55 1.71 1.77,980772,25
20:13:24,1.55 1.71 1.77,980624,25
20:13:25,1.55 1.71 1.77,980520,25
20:13:26,1.55 1.71 1.77,980476,25
20:13:27,1.51 1.70 1.77,980372,25
20:13:28,1.51 1.70 1.77,980624,25
20:13:29,1.51 1.70 1.77,981128,25
20:13:30,1.51 1.70 1.77,981024,25
20:13:32,1.51 1.70 1.77,980520,25
20:13:33,1.47 1.69 1.76,981024,25
20:13:34,1.47 1.69 1.76,980624,25
20:13:35,1.47 1.69 1.76,981128,25
20:13:36,1.47 1.69 1.76,980624,25
20:13:37,1.47 1.69 1.76,980772,25
20:13:38,1.43 1.67 1.76,980624,25
20:13:39,1.43 1.67 1.76,980476,25
20:13:40,1.43 1.67 1.76,980520,25
20:13:41,1.43 1.67 1.76,981024,25
20:13:42,1.39 1.66 1.75,980372,25
20:13:43,1.39 1.66 1.75,980832,25
20:13:44,1.39 1.66 1.75,980372,25
20:13:45,1.39 1.66 1.75,980520,25
20:13:47,1.39 1.66 1.75,980268,25
20:13:48,1.44 1.67 1.75,980268,25
20:13:49,1.44 1.67 1.75,980120,25
20:13:50,1.44 1.67 1.75,980372,25
20:13:51,1.44 1.67 1.75,979764,25
20:13:52,1.44 1.67 1.75,979868,25
20:13:53,1.49 1.67 1.75,979868,25
20:13:54,1.49 1.67 1.75,979616,25
20:13:55,1.49 1.67 1.75,979572,25
20:13:56,1.49 1.67 1.75,979868,25
20:13:57,1.53 1.68 1.76,980624,25
